Raw_Name,Standardized_Name,Intercompany,Supplier_Type,Location
OnLineComponents.com,OnlineComponents,N,Distributor,USA
Onlinecomponents.com,OnlineComponents.com,N,Distributor,USA
ONRION LLC,Onrion,N,Distributor,USA
"OREGON BREAKERS, INC",Oregon Breakers,N,Distributor,USA
ORIOLE ELECTRIC,Oriole Electric,N,Service Provider,USA
Orkin,Orkin,N,Service Provider,USA
PACIFIC COAST BREAKER,Pacific Coast Breaker,N,Distributor,USA
PACIFIC POWER SOLUTIONS LLC,Pacific Power Solutions,N,Service Provider,USA
PAC-SUPPLY,Pac-Supply,N,Distributor,USA
Palantir Technologies Inc.,Palantir Technologies,N,Service Provider,USA
Pallet One MN Inc,PalletOne,N,Manufacturer,USA
PANDADOC,PandaDoc,N,Service Provider,USA
Panelmatic,Panelmatic,N,Manufacturer,USA
"PANTERO, INC.",Pantero,N,Distributor,USA
PARTS 4 HEATING,Parts 4 Heating,N,Distributor,USA
PARTS FOR SIGNS,Parts For Signs,N,Distributor,USA
PARTS SUPER CENTER,Parts Super Center,N,Distributor,USA
PATRICK MCLANNIGAN,Patrick McLannigan,N,Individual,USA
PAUL BUCKMASTER,Paul Buckmaster,N,Individual,USA
PAUL DIVVER,Paul Divver,N,Individual,USA
FRIZNER PAUL,Paul Frizner,N,Individual,USA
PAUL R FRANK,Paul R Frank,N,Individual,USA
Peak Trading Corporation,Peak Trading,N,Distributor,USA
PEAKER SERVICES INC,Peaker Services,N,Service Provider,USA
PEC SOLUTIONS LLC,PEC Solutions,N,Service Provider,USA
PEDOWITZ MACHINERY MOVERS,Pedowitz Machinery Movers,N,Service Provider,USA
PENN UNION CORPORATION,Penn Union,N,Manufacturer,USA
Pepco Akron,Pepco Akron,N,Distributor,USA
Performance Spray Equipment,Performance Spray Equipment,N,Distributor,USA
Permian Electrical Resources,Permian Electrical Resources,N,Distributor,USA
PHASE TECHNOLOGIES LLC,Phase Technologies,N,Manufacturer,USA
PHIL GERBER,Phil Gerber,N,Individual,USA
PHOENIX METALS,Phoenix Metals,N,Manufacturer,USA
PINE POINT WOOD PRODUCTS INC,Pine Point Wood Products,N,Manufacturer,USA
KILLER FISH HOLDINGS CO/PIRANHA FABRICATION LLC,Piranha Fabrication,N,Manufacturer,USA
Plant Power & Control Services,Plant Power & Control Services,N,Service Provider,USA
PLATT,Platt Electric Supply,N,Distributor,USA
PLATT ELECTRIC SUPPLY,Platt Electric Supply,N,Distributor,USA
PLC CITY,PLC City,N,Distributor,Italy
PLC SOURCE,PLC Source,N,Distributor,USA
POLYCAST,Polycast,N,Manufacturer,Canada
Polycast International,Polycast International,N,Manufacturer,Canada
POS REMARKETING GROUP,POS Remarketing Group,N,Service Provider,USA
POST GLOVER LIFELINK,Post Glover LifeLink,N,Manufacturer,USA
POST GLOVER RESISTORS INC,Post Glover Resistors,N,Manufacturer,USA
"Post Glover Resistors, Inc.",Post Glover Resistors,N,Manufacturer,USA
POWELL ELECTRICAL SYSTEMS INC,Powell Industries,N,Manufacturer,USA
POWER & CONTROLS INC,Power & Controls,N,Distributor,USA
Power and Data Management LLC,Power and Data Management,N,Service Provider,USA
POWER BRAKE DIES INC,Power Brake Dies,N,Manufacturer,USA
POWER ELECTRONICS INTERNATIONAL INC,Power Electronics International,N,Manufacturer,USA
546 POWER FACTOR,Power Factor,N,Service Provider,USA
POWER PLUS CONTROLS INC,Power Plus Controls,N,Manufacturer,USA
547 POWER SERVICES INC,Power Services,N,Service Provider,USA
POWER SOLUTION LLC,Power Solution,N,Service Provider,USA
548 POWER SYSTEMS ELECTRIC,Power Systems Electric,N,Service Provider,USA
POWER/MATION DIVISION INC,Power/Mation,N,Distributor,USA
POWERCON CORPORATION,Powercon,N,Manufacturer,USA
POWERED ELECTRIC SUPPLY,Powered Electric Supply,N,Distributor,USA
"PowerHouse Generator, Inc.",PowerHouse Generator,N,Distributor,USA
POWERLOGICS INC,Powerlogics,N,Manufacturer,South Korea
Powerside,Powerside,N,Manufacturer,Canada
POWERTECH CONTROLS,Powertech Controls,N,Distributor,USA
PRECISION DIGITAL CORPORATION,Precision Digital,N,Manufacturer,USA
"Precision Electric, Inc",Precision Electric,N,Service Provider,USA
PRECISION ELECTRIC,Precision Electric,N,Service Provider,USA
PRECISION ELECTRIC CONTROL LLC,Precision Electric Control,N,Manufacturer,USA
550 PREMIUM ELECTRIC LLC,Premium Electric,N,Service Provider,USA
"Premium Power Services, LLC",Premium Power Services,N,Service Provider,USA
PREMIUM WATERS INC,Premium Waters,N,Service Provider,USA
PRETREATMENT EQUIPMENT MANUFACTURING INC.,Pretreatment Equipment Manufacturing,N,Manufacturer,USA
Pretreatment Equipment Manufacturing Inc.,Pretreatment Equipment Manufacturing,N,Manufacturer,USA
PRIMARY ELECTRIC SUPPLY,Primary Electric Supply,N,Distributor,USA
Prime USA Scales,Prime USA Scales,N,Manufacturer,USA
Prism Electronics,Prism Electronics,N,Manufacturer,USA
PRO AEROSOLS,Pro Aerosols,N,Distributor,USA
PRO TEC DESIGN,Pro Tec Design,N,Service Provider,USA
PRODRYERS,ProDryers,N,Distributor,USA
Productivity Inc,Productivity,N,Distributor,USA
PMS Professional Motor Service,Professional Motor Service,N,Service Provider,USA
PROTEC EQUIPMENT RESOURCES LLC,Protec Equipment Resources,N,Service Provider,USA
PROTECH CHEMICALS LTD.,Protech Chemicals,N,Manufacturer,Canada
Pryco Inc.,Pryco,N,Manufacturer,USA
PRYSMIAN GROUP,Prysmian Group,N,Manufacturer,Italy
PSI CONTROL SOLUTIONS INC,PSI Control Solutions,N,Manufacturer,USA
QT CORP,QT,N,Manufacturer,USA
QT9 Software Inc.,QT9 Software,N,Service Provider,USA
"1093 QUALITY CABLE SOLUTIONS, INC",Quality Cable Solutions,N,Manufacturer,USA
"Quality Forklift Sales and Service, Inc",Quality Forklift Sales & Service,N,Service Provider,USA
Quality Forklift Sales and Service Inc,Quality Forklift Sales and Service,N,Service Provider,USA
QUALITY METALS INC,Quality Metals,N,Distributor,USA
QUALITY SWITCHGEAR CO,Quality Switchgear,N,Distributor,USA
CE POWER ENGINEERED SERVICES LLC / QUALUS,Qualus Power Services,N,Service Provider,USA
QUALUS SERVICES LLC,Qualus Services,N,Service Provider,USA
Qualus Services,Qualus Services,N,Service Provider,USA
QUANTUM MACHINERY GROUP/M&A EQUIPMENT INC,Quantum Machinery Group,N,Distributor,USA
QUANTUM TECHNOLOGY,Quantum Technology,N,Service Provider,USA
QUICK N CLEAN SERVICES LLC,Quick N Clean Services,N,Service Provider,USA
QUICKWAY RIGGING AND TRANSFER INC,Quickway Rigging & Transfer,N,Service Provider,USA
R & W Welding & Machine,R & W Welding & Machine,N,Service Provider,USA
R&R ELECTRIC LLC,R&R Electric,N,Service Provider,USA
R.C. GRAHAM CO LLC,R.C. Graham,N,Distributor,USA
RABZ GULF UNITED,Rabz Gulf United,N,Distributor,Saudi Arabia
RADWELL INTERNATIONAL,Radwell International,N,Distributor,USA
RAMLACHAN CHAITRAM,Ramlachan Chaitram,N,Individual,Unknown
RAMP BUSINESS CORPORATION,Ramp Business,N,Service Provider,USA
RANGE INC,Range,N,Service Provider,USA
Rankin Automation Co. LLC,Rankin Automation,N,Distributor,USA
RAPID PACKAGING,Rapid Packaging,N,Distributor,USA
RAS SYSTEMS LLC,RAS Systems,N,Manufacturer,USA
RAYCHEM SUPPLY,Raychem Supply,N,Distributor,USA
Razorleaf Corporation,Razorleaf,N,Service Provider,USA
559 RE NEWCOMB ELECTRIC  INC,RE Newcomb Electric,N,Service Provider,USA
560 REED & THOMAS ELECTRIC CO INC,Reed & Thomas Electric,N,Service Provider,USA
561 REEDY ELECTRICAL SERVICES,Reedy Electrical Services,N,Service Provider,USA
REGIONAL BREAKER SALES,Regional Breaker Sales,N,Distributor,USA
REGIONAL ELECTRIC CONTRACTORS,Regional Electric Contractors,N,Service Provider,USA
REGIONAL MATERIAL HANDLING & SUPPLY,Regional Material Handling & Supply,N,Distributor,USA
Registration Electric Supply,Registration Electric Supply,N,Distributor,USA
RELAY SPECIALTIES,Relay Specialties,N,Distributor,USA
Relevant Industrial Holdco LLC,Relevant Industrial Holdco,N,Distributor,USA
RELIANT SPECIALTY EQUIPMENT CORP,Reliant Specialty Equipment,N,Manufacturer,USA
Resa Power Solutions,Resa Power Solutions,N,Service Provider,USA
Resco Electronics,Resco Electronics,N,Distributor,USA
RESOURCE RECOVERY SOLUTIONS,Resource Recovery Solutions,N,Service Provider,USA
REVELATION MACHINERY HOLDINGS LLC,Revelation Machinery Holdings,N,Distributor,USA
REVOLT ELECTRICAL SERVICES INC,Revolt Electrical Services,N,Service Provider,USA
563 REW GROUP,REW Group,N,Service Provider,USA
668 REXEL INC,Rexel,N,Distributor,France
668:1 REXEL INC : REXEL - SALISBURY,Rexel,N,Distributor,France
668:8 REXEL INC : REXEL INC : REXEL - FREDERICK,Rexel,N,Distributor,France
668:3 REXEL INC : REXEL - CAPITOL HEIGHTS,Rexel,N,Distributor,France
669 REYCO ELECTRICAL SERVICES,Reyco Electrical Services,N,Service Provider,USA
RFSMART,RF-SMART,N,Service Provider,USA
RG INDUSTRIES SANTA FE,RG Industries Santa FE,N,Manufacturer,USA
RHINO BOARD INC.,Rhino Board,N,Manufacturer,USA
RICHARD C GRIFFIN,Richard C Griffin,N,Individual,USA
RICHARD COFFEY,Richard Coffey,N,Individual,USA
RICHARD GRIFFIN,Richard Griffin,N,Individual,USA
Richards Manufacturing,Richards Manufacturing,N,Manufacturer,USA
RITZ INSTRUMENT TRANSFORMERS GmbH,RITZ Instrument Transformers Gmbh,N,Manufacturer,Germany
RIVER CITY INDUSTRIAL INC,River City Industrial,N,Service Provider,USA
RIVER ELECTRIC SUPPLY,River Electric Supply,N,Distributor,USA
RMS ENERGY,RMS Energy,N,Service Provider,USA
RNT SUPPLY  INC,RNT Supply,N,Distributor,USA
ROANOKE ELECTRIC ZUPPLY INC,Roanoke Electric Supply,N,Distributor,USA
ROB BAILEY,Rob Bailey,N,Individual,USA
ROB MARTIN,Rob Martin,N,Individual,USA
ROBERT A HUNSBERGER,Robert A Hunsberger,N,Individual,USA
ROBERT B J ALLEN,Robert B J Allen,N,Individual,USA
ROBERT BAILEY,Robert Bailey,N,Individual,USA
ROBERT COLUZZI,Robert Coluzzi,N,Individual,USA
ROBERT TERRETT,Robert Terrett,N,Individual,USA
ROBERTS OXYGEN BALTIMORE,Roberts Oxygen Baltimore,N,Distributor,USA
RoboVent,RoboVent,N,Manufacturer,USA
ROCKFORD CONTROLS OF MINNESOTA,Rockford Controls of Minnesota,N,Distributor,USA
"ROCKFORD SYSTEMS, LLC",Rockford Systems,N,Manufacturer,USA
RODNEY MATTIS,Rodney Mattis,N,Individual,USA
RODNEY PEDDICORD,Rodney Peddicord,N,Individual,USA
ROGER JOSEPH,Roger Joseph,N,Individual,USA
"Rolleri USA, LLC",Rolleri USA,N,Manufacturer,USA
ROMAC SUPPLY,Romac Supply,N,Distributor,USA
828 ROMMEL ELECTRIC,Rommel Electric,N,Service Provider,USA
RORY CHERRY,Rory Cherry,N,Individual,USA
ROSENDIN ELECTRIC,Rosendin Electric,N,Service Provider,USA
570:2 ROSENDIN ELECTRIC : ROSENDIN ELECTRIC - HANOVER MD,Rosendin Electric,N,Service Provider,USA
570 ROSENDIN ELECTRIC,Rosendin Electric,N,Service Provider,USA
570:1 ROSENDIN ELECTRIC : ROSENDIN ELECTRIC - STERLING VA,Rosendin Electric,N,Service Provider,USA
570:4 ROSENDIN ELECTRIC : ROSENDIN ELECTRIC - SAN JOSE CA,Rosendin Electric,N,Service Provider,USA
ROSS DECCO,Ross Decco,N,Manufacturer,USA
"RS COMPONENTS - do not use, use RS America",RS America,N,Distributor,USA
RS AMERICAS INC,RS Americas,N,Distributor,USA
RS AMERICAS INC / ALLIEDELEC.COM,RS Americas,N,Distributor,USA
787 RS BREAKERS & CONTROLS,RS Breakers & Controls,N,Distributor,USA
RS COMPONENTS,RS Components,N,Distributor,United Kingdom
571 RSC ELECTRICAL & MECHANICAL CONTRACTORS,RSC Electrical & Mechanical Contractors,N,Service Provider,USA
1128 RSC ELECTRICAL INC (MICHIGAN),Rsc Electrical (Michigan),N,Service Provider,USA
RSP SUPPLY,RSP Supply,N,Distributor,USA
572 RTL ELECTRIC INC,RTL Electric,N,Service Provider,USA
RUBEN FEMA,Ruben Fema,N,Individual,Unknown
RUSTY FRANK,Rusty Frank,N,Individual,USA
"Ruwac, Inc.",Ruwac,N,Manufacturer,USA
RYAN BINNIC,Ryan Binnic,N,Individual,USA
JOSEPH T RYERSON & SON INC,Ryerson,N,Distributor,USA
S & C ELECTRIC COMPANY,S & C Electric,N,Manufacturer,USA
S & S HINGE COMPANY,S & S Hinge,N,Manufacturer,USA
S&S ELECTRICAL SUPPLY,S&S Electrical Supply,N,Distributor,USA
S&S INDUSTRIAL SURPLUS,S&S Industrial Surplus,N,Distributor,USA
S+S INDUSTRIES INC,S+S Industries,N,Manufacturer,USA
"S+S INDUSTRIES, INC.",S+S Industries,N,Manufacturer,USA
SAFETY PRODUCTS WHOLESALE,Safety Products Wholesale,N,Distributor,USA
"Safety-Kleen Systems, Inc.",Safety-Kleen Systems,N,Service Provider,USA
SAGINAW CONTROL AND ENGINEERING,Saginaw Control & Engineering,N,Manufacturer,USA
SAGINAW CONTROL & ENGINEERING,Saginaw Control & Engineering,N,Manufacturer,USA
SALINGER ELECTRIC CO INC,Salinger Electric,N,Distributor,USA
"SALTCHUK RESOURCES, INC.",Saltchuk Resources,N,Service Provider,USA
SALVAGNINI AMERICA INC,Salvagnini America,N,Manufacturer,USA
Samsara Inc.,Samsara,N,Manufacturer,USA
SANTA CLARA SYSTEMS,Santa Clara Systems,N,Distributor,USA
SATEC GLOBAL,Satec Global,N,Manufacturer,USA
SB INDUSTRIAL SUPPLY,SB Industrial Supply,N,Distributor,USA
Schad Tracy Signs,Schad Tracy Signs,N,Manufacturer,USA
SCHAHN CONSTRUCTION SERVICES LLC,Schahn Construction Services,N,Service Provider,USA
"Schneider Electric Buildings Americas, Inc.",Schneider Electric Usa,N,Manufacturer,USA
SCHNEIDER ELECTRIC USA INC.,Schneider Electric Usa,N,Manufacturer,USA
"SCHNEIDER ELECTRIC USA, INC.",Schneider Electric Usa,N,Manufacturer,USA
Schuth and Associates LLC,Schuth and Associates,N,Service Provider,USA
1099 SCHWEB MANAGEMENT,Schweb Management,N,Service Provider,USA
SCHWEITZER ENGINEERING LABORATORIES,Schweitzer Engineering,N,Manufacturer,USA
SEL - SCHWEITZER ENGINEERING LABORATORIES,Schweitzer Engineering,N,Manufacturer,USA
SCOPE SYSTEMS,Scope Systems,N,Service Provider,USA
SCOTT ELECTRIC,Scott Electric,N,Distributor,USA
SCOTT LESLIE GROB,Scott Leslie Grob,N,Individual,USA
SCOTT SHIN,Scott Shin,N,Individual,USA
Scott Sweat,Scott Sweat,N,Individual,USA
SCOTT THOMAS SWEAT,Scott Thomas Sweat,N,Individual,USA
SDA Maufacturing LLC,SDA Manufacturing,N,Manufacturer,USA
SEALCON,Sealcon,N,Manufacturer,USA
Sealed Air Corporation,Sealed Air,N,Manufacturer,USA
SEAN TREDWAY,Sean Tredway,N,Individual,USA
SECURE CABLE TIES,Secure Cable Ties,N,Manufacturer,USA
SEFCOR INC,Sefcor,N,Manufacturer,USA
"SELECT BREAKERS, LLC",Select Breakers,N,Distributor,USA
SELECT EQUIPMENT CO INDIANA,Select Equipment Co Indiana,N,Distributor,USA
SELECT EQUIPMENT NY,Select Equipment NY,N,Distributor,USA
SELECT RECOVERY SERVICES,Select Recovery Services,N,Service Provider,USA
SELECT SURPLUS,Select Surplus,N,Distributor,USA
SENECA FTI,Seneca FTI,N,Manufacturer,USA
SENTIENT INVESTMENT CORPORATION,Sentient Investment,N,Service Provider,USA
SEPP,SEPP,N,Service Provider,USA
Serra Laser Center,Serra Laser Center,N,Service Provider,USA
SERV-A-PURE COMPANY,Serv-A-Pure,N,Distributor,USA
SERVICEX MEP,ServiceX MEP,N,Service Provider,USA
Seton,Seton Identification Products,N,Distributor,USA
SETRA SYSTEMS INC,Setra Systems,N,Manufacturer,USA
SHALLCO INCORPORATED,Shallco,N,Manufacturer,USA
SHALLCO,Shallco,N,Manufacturer,USA
shanghai huazhe international co LTD,Shanghai Huazhe International,N,Distributor,China
"Shanghai Kingsing Auto Co., LTD",Shanghai Kingsing Auto,N,Manufacturer,China
SHAWN ABEY,Shawn Abey,N,Individual,Unknown
SHEPHERD ELECTRIC SUPPLY CO,Shepherd Electric Supply,N,Distributor,USA
673 SHEPHERD ELECTRIC SUPPLY,Shepherd Electric Supply,N,Distributor,USA
673:1 SHEPHERD ELECTRIC SUPPLY : SHEPHERD ELECTRIC SUPPLY - LAUREL,Shepherd Electric Supply,N,Distributor,USA
673:2 SHEPHERD ELECTRIC SUPPLY : SHEPHERD ELECTRIC SUPPLY-BALTIMORE,Shepherd Electric Supply,N,Distributor,USA
673:4 SHEPHERD ELECTRIC SUPPLY : SHEPHERD ELECTRIC SUPPLY - STERLING,Shepherd Electric Supply,N,Distributor,USA
673:3 SHEPHERD ELECTRIC SUPPLY : SHEPHERD ELECTRIC SUPPLY - FREDERICK,Shepherd Electric Supply,N,Distributor,USA
674 SHEPHERD WASH DC LLC,Shepherd Electric Supply,N,Distributor,USA
Shermco Industries,Shermco Industries,N,Service Provider,USA
THE SHERWIN-WILLIAMS CO,Sherwin-Williams,N,Manufacturer,USA
SHINGLE & GIBB AUTOMATION,Shingle & Gibb Automation,N,Distributor,USA
Siegmund Welding Tables,Siegmund Usa,N,Manufacturer,Germany
SIEMENS INDUSTRY INC - USE SIEIND,Siemens,N,Manufacturer,Germany
SIEMENS INDUSTRY INC,Siemens,N,Manufacturer,USA
SIERRA PACIFIC ENGINEERING AND PRODUCTS,Sierra Pacific Engineering & Products,N,Manufacturer,USA
SIERRA PACIFIC,Sierra Pacific Engineering & Products,N,Manufacturer,USA
SIGMA SURPLUS,Sigma Surplus,N,Distributor,USA
SIGNALGUYS.COM,SignalGuys,N,Distributor,USA
Signaworks,Signaworks,N,Manufacturer,USA
SILICON VALLEY BREAKER & CONTROL,Silicon Valley Breaker & Control,N,Distributor,USA
Simplex,Simplex,N,Manufacturer,USA
"Simplex, Inc.",Simplex,N,Manufacturer,USA
SIMPLY BREAKERS,Simply Breakers,N,Distributor,USA
SINGLETON ELECTRC,Singleton Electric,N,Service Provider,USA
1140 SINGLETON ELECTRIC,Singleton Electric,N,Service Provider,USA
SIR SPEEDY,Sir Speedy,N,Service Provider,USA
SISCO INC,Sisco,N,Manufacturer,USA
SIWEK LUMBER & MILLWORK INC,Siwek Lumber & Millwork,N,Distributor,USA
SlatPro LLC,SlatPro,N,Manufacturer,USA
SLOCUM EQUIPMENT INC.,Slocum Equipment,N,Distributor,USA
SmartSign,SmartSign,N,Manufacturer,USA
SNEED CODING SOLUTIONS,Sneed Coding Solutions,N,Distributor,USA
573 SNYDER ELECTRIC INC,Snyder Electric,N,Service Provider,USA
"SOCOMEC, INC.",Socomec,N,Manufacturer,France
SOFTWARE ONE INC,SoftwareOne,N,Service Provider,Switzerland
1085 SOLAR ENERGY WORLD,Solar Energy World,N,Service Provider,USA
"SolEpoxy, Inc.",SolEpoxy,N,Manufacturer,USA
SOLEPOXY INC,SolEpoxy,N,Manufacturer,USA
SOLON MANUFACTURING COMPANY,Solon Manufacturing,N,Manufacturer,USA
574 SONNER & ASSOCIATES,Sonner & Associates,N,Service Provider,USA
SOUTH METRO COATINGS LLP,South Metro Coatings LLP,N,Service Provider,USA
TTM  SOUTHBAY ELECTRICAL SUPPLY CORP,Southbay Electrical Supply,N,Distributor,USA
SOUTHBEND INDUSTRIAL,Southbend Industrial,N,Distributor,USA
SOUTHLAND ELECTRICAL SUPPLY,Southland Electrical Supply,N,Distributor,USA
Southside Breaker,Southside Breaker,N,Distributor,USA
SOUTHWEST VIRGINIA SURPLUS,Southwest Virginia Surplus,N,Distributor,USA
SOVELL INVESTIGATIVE TESTING AND CONSULTING INC,Sovell Investigative Testing and Consulting,N,Service Provider,USA
SPECIAL MINE SERVICES INC,Special Mine Services,N,Manufacturer,USA
SPECIALTY ELECTRIC SUPPLY,Specialty Electric Supply,N,Distributor,USA
SPECIALTY ELECTRIC SUPPLY - IL,Specialty Electric Supply,N,Distributor,USA
Specified Electrical Systems. LLC,Specified Electrical Systems,N,Manufacturer,USA
576 SPECIFIED ELECTRICAL SYSTEMS,Specified Electrical Systems,N,Manufacturer,USA
SPEC-MAG SPECIALITY MAGNETICS LLC,Spec-Mag Speciality Magnetics,N,Manufacturer,USA
SPECTRUM INDUSTRIES,Spectrum Industries,N,Manufacturer,USA
SPECTRUM SIGN SYSTEMS INC,Spectrum Sign Systems,N,Manufacturer,USA
SPRAY FOAM INSULATION SYSTEMS INC,Spray Foam Insulation Systems,N,Service Provider,USA
SPRECHER & SCHUH,Sprecher & Schuh,N,Manufacturer,Switzerland
STANDARD ELECTRIC SUPPLY,Standard Electric Supply,N,Distributor,USA
STATE ELECTRIC SUPPLY CO.,State Electric Supply,N,Distributor,USA
STATE MOTOR AND CONTROL,State Motor and Control,N,Distributor,USA
STATES % MEGGER,States & Megger,N,Manufacturer,USA
States Manufacturing LLC,States Manufacturing,Intercompany,Manufacturer,USA
STEFFES,Steffes,N,Manufacturer,USA
STEGO INC,STEGO,N,Manufacturer,Germany
STEPHEN F BREAKEY,Stephen F Breakey,N,Individual,USA
STEPHENS ELECTRIC FL,Stephens Electric FL,N,Service Provider,USA
STERLING WIRE AND CABLE,Sterling Wire and Cable,N,Distributor,USA
STEVE COFFEY,Steve Coffey,N,Individual,USA
STEVE LEITH,Steve Leith,N,Individual,USA
STEVE PETRI,Steve Petri,N,Individual,USA
STEVEN MICHAEL PETRI,Steven Michael Petri,N,Individual,USA
STEVEN  MITCHELL,Steven Mitchell,N,Individual,USA
STEVEN SULLIVAN,Steven Sullivan,N,Individual,USA
STOCKX.COM,StockX,N,Distributor,USA
STORED ENERGY SYSTEMS LLC,Stored Energy Systems,N,Manufacturer,USA
STORM POWER COMPONENTS,Storm Power Components,N,Manufacturer,USA
"1299 StratCap Datasphere 4150 W 150th St, LLC",Stratcap Datasphere,N,Service Provider,USA
STREAMLINE SAFETY,Streamline Safety,N,Distributor,USA
Sunbelt Rentals,Sunbelt Rentals,N,Service Provider,USA
"Sunbelt Solomon Services, LLC",Sunbelt Solomon Services,N,Service Provider,USA
1139 Sunflower E Attn:Ian,Sunflower E Attn:Ian,N,Service Provider,USA
SUPERBREAKERS,SuperBreakers,N,Distributor,USA
SUPERIOR INTERLOCK CORPORATION,Superior Interlock,N,Manufacturer,USA
SUPERIOR INTERLOCK CORP.,Superior Interlock,N,Manufacturer,USA
SUPPLY HOUSE,SupplyHouse,N,Distributor,USA
"SupplyOne Weyers Cave, Inc.",SupplyOne Weyers Cave,N,Distributor,USA
SUREPOWER INC,SurePower,N,Service Provider,USA
SURPLUS AUTOMATION EQUIPMENT,Surplus Automation Equipment,N,Distributor,USA
SURPLUS ELECTRICAL CONNECTIONS,Surplus Electrical Connections,N,Distributor,USA
SURPLUS ELECTRICAL,Surplus Electrical Supply,N,Distributor,USA
1158 Surplus Electrical,Surplus Electrical Supply,N,Distributor,USA
SURPLUS EQUIPMENT,Surplus Equipment,N,Distributor,USA
SURPLUS INDUSTRIAL SUPPLY,Surplus Industrial Supply,N,Distributor,USA
SURPLUS SALVAGED INDIANA,Surplus Salvaged Indiana,N,Distributor,USA
SIRPL USCO,SurplusCo,N,Distributor,USA
SW ANDERSON COMPANY,SW Anderson,N,Distributor,USA
SWITCHGEAR EXCHANGE,Switchgear Exchange,N,Distributor,USA
SWITCHGEAR POWER SOLUTIONS,Switchgear Power Solutions,N,Manufacturer,USA
"SynAck Solutions, LLC",SynAck Solutions,N,Service Provider,USA
SZCO SUPPLIES INC,SZCO Supplies,N,Distributor,USA
T J POTTER TRUCKING INC,T J Potter Trucking,N,Service Provider,USA
582 T&B ELECTRIC CO INC,T&B Electric,N,Service Provider,USA
583 T&J ELECTRIC CORP % LEE ELEC,T&J Electric  % Lee Elec,N,Service Provider,USA
"Tail Industries, Inc.",Tail Industries,N,Manufacturer,USA
585 TANG ELECTRIC INC,Tang Electric,N,Service Provider,USA
Tanner Bilborough,Tanner Bilborough,N,Individual,USA
TCLIFESAFETY.COM,TC Life Safety,N,Distributor,USA
TC LIFE SAFETY,TC Life Safety,N,Distributor,USA
TEAMCO INDUSTRIES,Teamco Industries,N,Manufacturer,USA
TEAMEQUIP,TeamEquip,N,Distributor,USA
587 TECH SITE SERVICES,Tech Site Services,N,Service Provider,USA
TECH4 LLC,Tech4,N,Service Provider,USA
TECHNIBUS INC,Technibus,N,Manufacturer,USA
TECHNICAL PLATING INC,Technical Plating,N,Service Provider,USA
TECHNICAL TOOL PRODUCTS INC,Technical Tool Products,N,Distributor,USA
TEI ELECTRICAL SOLUTIONS,TEI Electrical Solutions,N,Service Provider,USA
588 TELCO POWER & CABLE,Telco Power & Cable,N,Distributor,USA
TENNESSEE CIRCUIT BREAKER,Tennessee Circuit Breaker,N,Distributor,USA
TEquipment,TEquipment,N,Distributor,USA
TEQUIPMENT,TEquipment,N,Distributor,USA
TERRANCE MOYNIHAN,Terrance Moynihan,N,Individual,USA
TEST EQUITY,TestEquity,N,Distributor,USA
TEWALT LLC/TEWALT ENGINEERING,Tewalt Engineering,N,Service Provider,USA
589 TEXAM CONSTRUCTION CO,Texam Construction Co,N,Service Provider,USA
TEXAS MOTOR AND CONTROL,Texas Motor and Control,N,Distributor,USA
"THE BENDER-CHISWICK GROUP, LLC",The Bender-Chiswick Group,N,Service Provider,USA
THE CIRCUIT BREAKER PROS,The Circuit Breaker Pros,N,Service Provider,USA
The Equipment Hub LLC,The Equipment Hub,N,Distributor,USA
GUND COMPANY INC,The Gund Company,N,Manufacturer,USA
home depot,The Home Depot,N,Distributor,USA
The Home Depot,The Home Depot,N,Distributor,USA
THE MOTOR CONTROL CENTER,The Motor Control Center,N,Distributor,USA
THE PART CRIB / SIR PLUS CO,The Part Crib / Sir Plus,N,Distributor,USA
The Treadstone Group,The Treadstone Group,N,Service Provider,USA
THERMAL DEVICES,Thermal Devices,N,Distributor,USA
"THERM-O-LINK, INC",Therm-O-Link,N,Manufacturer,USA
THERMOWELD,Thermoweld,N,Manufacturer,USA
THOMAS KRANICH,Thomas Kranich,N,Individual,USA
Thompson Tractor,Thompson Tractor,N,Distributor,USA
Thomson Power Systems,Thomson Power Systems,N,Manufacturer,Canada
THREE D METALS INC,Three D Metals,N,Distributor,USA
THREE D METALS,Three D Metals,N,Distributor,USA
THYSSEN KRUPP,thyssenkrupp,N,Manufacturer,Germany
THYSSENKRUPP MATERIALS NA INC,thyssenkrupp Materials NA,N,Distributor,USA
"THYSSENKRUPP MATERIALS NA, INC.",thyssenkrupp Materials NA,N,Distributor,USA
TIDAL TIME SOLUTIONS,Tidal Time Solutions,N,Service Provider,USA
TIM BOSLEY,Tim Bosley,N,Individual,USA
TIM CAMPBELL,Tim Campbell,N,Individual,USA
TIMMERMAN FINISHING INC,Timmerman Finishing,N,Service Provider,USA
744 TISSA ENTERPRISES INC.,Tissa Enterprises,N,Manufacturer,USA
"TJ&M Services, Inc.",TJ&M Services,N,Service Provider,USA
TLC ELECTRONICS,TLC Electronics,N,Distributor,USA
TODD MARTIN,Todd Martin,N,Individual,USA
TOLL GAS & WELDING SUPPLY,Toll Gas & Welding Supply,N,Distributor,USA
Tom Gubernatis,Tom Gubernatis,N,Individual,USA
TOM GUBERNATIS III,Tom Gubernatis III,N,Individual,USA
TOO MANY AMPS,Too Many Amps,N,Service Provider,USA
