Item_ID,Raw_Description,Category,Sub_Category,Category_Level_1,Category_Level_2,Category_Level_3,analysis_type,extraction_confidence,spec_type,spec_amps,spec_voltage,spec_phase,spec_poles,spec_kaic,spec_frame,spec_kva,spec_gauge,spec_nema,RawMat_Finish,RawMat_Thickness,RawMat_Width,RawMat_Length,RawMat_UoM,RawMat_Weight_Lbs,voltage_inferred,Canonical_Group_ID,Canonical_Name
LH26225AC-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LH26225AC-NS,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
JDA262252-NS,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HMX3T800,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Trip Units,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
VMI-INV-FNQ-R-1,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Power Fuses,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HQP3060H-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB390-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
D7PA3,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
UBIP1520,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
THQB1120AF2,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KFDP9X,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Panels,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KFDP11X,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Panels,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KFDP3X,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Panels,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
B38000S01-NS,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
GP123000S,Master Data Only - No Transaction History,,,Electrical Components,Power Supplies,Batteries,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WTB2-W4DD,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WTB2-W4D/10CB,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WTB2-EPW4DD,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WTB2-M2,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LX1D6F7,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AL400LA-U,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LC1D5011L6,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Contactors,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CH2100MCC36-R,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SQDMOD4STAB1-U,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CN15DN3AB-NS,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Contactors,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
1A32374,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HG61234,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
A2D100R-U,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Power Fuses,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SRPK1200A900-U,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Rating Plugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SRPF250A225-U,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Rating Plugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
GPRS-P2C10D-3,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SPD160480Y1C-NS,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WORKORDER-S57558,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AL400LA,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CK800N-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LX1D6G6,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Contactors,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QR23B100,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3TA1QR300,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
9999RR04,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3RV20314EA10,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
EH1020-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TC250,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
YA282LN,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TORK-3000,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Control Switches,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
GRT8S1,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HOM225,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
S01JLD6-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BJA36050,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BJA36040,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
NM3800-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BJA36020,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BJA36125,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AJT150,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Power Fuses,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FXSAW200KIT,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QCGFT1030,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
INK600,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
NCSCH151207N12,Master Data Only - No Transaction History,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
MBKBL3,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FBH36TE070RV,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SCE-24R2012LP,Master Data Only - No Transaction History,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SCE-24P20,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Panels,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3RH2911-1MA11,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3UA52-00-1B,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
EE2B050-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TPE1U,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Trip Units,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
S5N3400LI-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3RV1935-1A,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CM757-28V,Master Data Only - No Transaction History,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.6,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SPD160480Y2A,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
RP6D32A160,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Rating Plugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QS2100,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QO240GFI,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
J600303CR,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Fuse Blocks,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AIRPAX360-480,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
1413300,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LXD63B450-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3RT2027-1AK60,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Contactors,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3RV2935-5A,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HJY3T250L,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SJD69200-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QBGFT1020-U,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
RC38AL-1515-U,Master Data Only - No Transaction History,,,Raw Materials,Aluminum Products,Aluminum Bus Bar,ai_extraction,0.75,,,,,,,,,,,Bare,0.125,48.0,96.0,IN,,False,4023,Master Data Only - No Transaction History
R3820-U,Master Data Only - No Transaction History,,,Raw Materials,Copper Products,Copper Bus Bar,ai_extraction,0.75,,,,,,,,,,,Bare,0.125,48.0,96.0,IN,,False,4023,Master Data Only - No Transaction History
RC38AL-2020-U,Master Data Only - No Transaction History,,,Raw Materials,Aluminum Products,Aluminum Bus Bar,ai_extraction,0.75,,,,,,,,,,,Bare,0.125,48.0,96.0,IN,,False,4023,Master Data Only - No Transaction History
R3830-U,Master Data Only - No Transaction History,,,Raw Materials,Copper Products,Copper Bus Bar,ai_extraction,0.75,,,,,,,,,,,Bare,0.125,48.0,96.0,IN,,False,4023,Master Data Only - No Transaction History
TQP115-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
9080GH112,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Terminal Blocks,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
9050-JCK27V20,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HQB243030-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QA-1233-CBC-120-U,Master Data Only - No Transaction History,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
RLDN600-NS,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HLD3600F-NS,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LT3350T-NS,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Trip Units,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3TA603LDK-NS,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SLDN600,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
MBKBL3A,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
U7487-RL-TG-5T,Master Data Only - No Transaction History,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FRS-R-60,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Power Fuses,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOHPL,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BF230A,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FRN-R-5,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Power Fuses,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
6LL61C-COVERPLATE,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Cover Plates,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3500/60-01-02,Master Data Only - No Transaction History,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3500/40-01-02,Master Data Only - No Transaction History,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3500/92-04-01-02,Master Data Only - No Transaction History,,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KM3B600-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
T02-K240-U,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB215EPD,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KCDPKD,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AQU3182RCXAXT1B4,Master Data Only - No Transaction History,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AF37S,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Panels,ai_categorization,0.75,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HEJ3125-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
ETR-D22DEI-30H-2CMV1,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB1201042-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
Q1515,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QFP150-2-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB115VH-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TED134040-BF-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QE3150VH-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
8536SFO1V02S,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
8501NR45-U,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
RXM2AB1F7-U,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
D5PA2-U,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
D5PR3A-U,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AN19GN0C5E045-NS,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CSETN281107N3R,Master Data Only - No Transaction History,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
5SJ41037HG40,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QO120EPD,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
15CLPT-3E,Master Data Only - No Transaction History,,,Transformers,Specialty Transformers,Potential Transformer,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
T4N250DW,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LC1D32BD,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Contactors,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
E0816ML1125F,Master Data Only - No Transaction History,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SAST3,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Shunt Trips,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
ED43B050,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LD2837420,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
EH34020-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QO2150VH,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB260GFI,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
S07JLD62A,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Rating Plugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
RPF2AF7,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CMG-0101,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
C441CA,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FS130015A-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FS340125B-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
JS360225A-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
MP40KCHH225-3,Master Data Only - No Transaction History,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
