PO Number,PO Line,Maximum of Subsidiary,Maximum of Department,Maximum of Location,Maximum of Created By,Maximum of PO Status,Maximum of Date,Maximum of Expected Receipt Date,Maximum of Promise Date,Maximum of Due Date,Maximum of Total Quantity,Maximum of Quantity Fulfilled/Received,Maximum of Open Qty,Maximum of Item Rate,Maximum of Total Quantity Amount,Maximum of Shipping Zip,Maximum of Shipping Country Code,Maximum of Terms,Maximum of Vendor Internal ID,Maximum of Vendor Name,Maximum of Vendor Zip Code,Maximum of Memo,Maximum of Item Internal ID,Maximum of Item MPN Name Custom,Maximum of Item Display Name,Maximum of Item Description,Maximum of Item GL Expense Account,Maximum of Item Type,Maximum of Product Line,Maximum of Primary UOM,Maximum of Requested Date
P-BL0000595,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,01/28/2026,12/04/2026,,12/04/2026,2,0,2,20307.50,40615.00,24290,US,Net 30,53104,JAGG Electrical and Control,33635,Metal Enclosed Switchgear,4208804,DS-Metal Enclosed Switchgear,Metal Enclosed Switchgear,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,,
P-AE0000595,2,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/02/2026,12/31/2026,,12/31/2026,1,0,1,8456.04,8456.04,21090,US,Net 30,53154,Cummins Inc,21061,A026L758  GENSET CONTROL,4637097,Third Party Services,Third Party Services,,Cost of Sales - Services and Solutions,Service,,,
P-BL0000596,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Partially Received,01/28/2026,09/30/2026,,09/30/2026,2,1,1,98657.85,197315.70,20190,US,Net 30,51199,Sunbelt Rentals,30384-9211,Rental Equipment,4209519,Rental - Equipment,Rental - Equipment,,Cost of Sales - Services and Solutions,Non-inventory Item,,Each,
P-BL0000601,46,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Partially Received,02/02/2026,04/30/2026,,04/30/2026,1,0,1,202000.00,202000.00,20190,US,Net 30,55390,IC-Allied Power and Control,21076,"ELECTRICAL SPECIFICATIONS: DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE � 480Y/277VAC 3PH 4W 60HZ SYSTEM AMPACITY � 2000A SOURCE DESCRIPTION � MAX AVAILABLE FAULT CURRENT (RMS) � 65KA BUSSING � COPPER (SILVER PLATED) NEUTRAL BUS � 100% GROUND � INCLUDED ENCLOSURE � TYPE 1 INDOOR ACCESSIBILITY � FRONT ACCESS ONLY SERVICE ENTRANCE RATING � NONE EXTERIOR PAINT COLOR � ANSI-61 GRAY SECTION DETAILS: SECTION 1/5 | CONTROL SECTION SECTION 2/5 | MAIN BREAKER SECTION SECTION 3/5 | MAIN BREAKER SECTION SECTION 4/5 | GROUP MOUNTED BREAKER SECTION SECTION 5/5 | GROUP MOUNTED BREAKER SECTION MAIN BREAKER DETAILS: 2 - 2000AF/2000AS/2000AT; 600VAC MAX; 100% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, 120VAC CHARGING MOTOR, 24VDC SHUNT TRIP, 24VDC CLOSING COIL, AUX CONTACTS, BELL ALARM, MODBUS COMMUNICATIONS | ABB EMAX BRANCH FEEDER DETAILS: 3 - 800AF/800AS/800AT; 600VAC MAX; 100% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 7 - 400AF/400AS/400AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 400AF/400AS/400AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 250AF/250AS/225AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 250AF/250AS/225AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 80AF/80AS/80AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, STANDARD TRIP UNIT, THERMAL MAGNETIC, LONG TIME, INSTANTANEOUS CIRCUIT BREAKER TYPE, PADLOCK ATTACHMENT | ABB XT ACCESSORIES/OPTIONS (E.G., DIGITAL METERING, SPD): 1 - TRANSFER CONTROLLER /W ASSOCIATED CONTROLS 6 - 2500:5A SPLIT CORE CTS 1 - DIGITAL POWER METER - SCHNEIDER PM8000 SERIES /W PTS 1 - REMOTE IO MODULE 1 - CONTROL POWER THROWOVER /W EXTERNAL 120VAC SOURCE 1 - UNMANAGED NETWORK SWITCH 1 - LOT OF SPARE FUSES",4221487,10653-SWBD-H3-11,10653-SWBD-H3,"ELECTRICAL SPECIFICATIONS: DESIGNED AND TESTED IN ACCORDANCE WITH UL/ NATIONAL ELECTRIC CODE / NEMA PB2 SYSTEM VOLTAGE � 480Y/277VAC 3PH 4W 60HZ SYSTEM AMPACITY � 2000A SOURCE DESCRIPTION � MAX AVAILABLE FAULT CURRENT (RMS) � 65KA BUSSING � COPPER (SILVER PLATED) NEUTRAL BUS � 100% GROUND � INCLUDED ENCLOSURE � TYPE 1 INDOOR ACCESSIBILITY � FRONT ACCESS ONLY SERVICE ENTRANCE RATING � NONE EXTERIOR PAINT COLOR � ANSI-61 GRAY SECTION DETAILS: SECTION 1/5 | CONTROL SECTION SECTION 2/5 | MAIN BREAKER SECTION SECTION 3/5 | MAIN BREAKER SECTION SECTION 4/5 | GROUP MOUNTED BREAKER SECTION SECTION 5/5 | GROUP MOUNTED BREAKER SECTION MAIN BREAKER DETAILS: 2 - 2000AF/2000AS/2000AT; 600VAC MAX; 100% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, ELECTRICALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, 120VAC CHARGING MOTOR, 24VDC SHUNT TRIP, 24VDC CLOSING COIL, AUX CONTACTS, BELL ALARM, MODBUS COMMUNICATIONS | ABB EMAX BRANCH FEEDER DETAILS: 3 - 800AF/800AS/800AT; 600VAC MAX; 100% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE WITH RELT, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 7 - 400AF/400AS/400AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 400AF/400AS/400AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 250AF/250AS/225AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 250AF/250AS/225AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, ELECTRONIC TRIP UNIT, LONG TIME, SHORT TIME, INSTANTANEOUS, GROUND FAULT CIRCUIT BREAKER TYPE, MODBUS COMMUNICATIONS, PADLOCK ATTACHMENT | ABB XT 1 - 80AF/80AS/80AT; 600VAC MAX; 80% RATED; 65KA AT 480VAC; 3 POLE; UL; FIXED, MANUALLY OPERATED, STANDARD TRIP UNIT, THERMAL MAGNETIC, LONG TIME, INSTANTANEOUS CIRCUIT BREAKER TYPE, PADLOCK ATTACHMENT | ABB XT ACCESSORIES/OPTIONS (E.G., DIGITAL METERING, SPD): 1 - TRANSFER CONTROLLER /W ASSOCIATED CONTROLS 6 - 2500:5A SPLIT CORE CTS 1 - DIGITAL POWER METER - SCHNEIDER PM8000 SERIES /W PTS 1 - REMOTE IO MODULE 1 - CONTROL POWER THROWOVER /W EXTERNAL 120VAC SOURCE 1 - UNMANAGED NETWORK SWITCH 1 - LOT OF SPARE FUSES",Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each,
P-BL0000601,49,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Partially Received,02/02/2026,04/30/2026,,04/30/2026,1,0,1,343100.00,343100.00,20190,US,Net 30,55390,IC-Allied Power and Control,21076,SPARE PARTS,4221487,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,,
P-BL0000606,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,02/03/2026,02/17/2026,,02/17/2026,1,0,1,4191052.25,4191052.25,23836-2843,US,Net 30,55292,IC-Ares Energy,61703,"Engineering Services: Pre-energization, Start-up, CX (L3-L5), IST & Training ",4225141,POC-Low Voltage Switchgear,Low Voltage Switchgear,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,,
P-AE0000607,1,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Partially Received,07/10/2026,08/31/2026,,08/31/2026,1,.45573,.54427,987430.00,987430.00,23836,US,Net 60,143956,Gumpher Inc.,15035,"Scope  1. Furnishing, installing, terminating, and testing 12 strand singlemode fiber optic cable with  LC preterminated pigtails. Connectors will be installed in customer provided fiber  housings and bulkheads. Fiber included is as follows:  a. Automation ER Fiber Ring, identified in RED on the provided drawings.  b. Automation GEN SWBD Fiber Ring, identified in GREEN on the provided  drawings.  c. Automation MV Fiber Ring, identified in PURPLE on the provided drawings.  2. Furnishing, installing, terminating, and testing of copper control cabling. Termination  locations are as identified in ORANGE on the provided drawings. ",4669553,Third Party Services,Third Party Services,,Cost of Sales - Services and Solutions,Service,,,
P-AE0000613,1,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/14/2026,10/31/2026,,10/31/2026,1,0,1,20760.00,20760.00,21090,US,Net 60,147538,"Keystone Acquisition Company, Inc.",21230,"1.      Perform incoming electrical testing to include Megger with P.I., D.C. Resistance and Surge Comparison testing.  2.      Dismantle Generator, clean test, and inspect.  3.      Perform Megger and A.C. Impedance testing coil to coil of the Main Rotor Windings.  4.      Test and inspect exciter rotating field and stationary shunt fields, test diode assembly.  5.      Steam clean stator and rotor, bake dry.  6.      Lathe check rotor, record run out, bearing journals and seal area sizes, clean and polish.  7.      Dynamically balance rotor to API standards.  8.      Clean, inspect and measure bearing housing bore sizes.  9.      Inspect stator windings, leads, blocking and wedges.  10.   Furnish and install 2 Ball Bearings. NOTE: we have made an allowance of $ 2,400.00 to cover the cost of 2 Bearings-we will adjust the price when we determine actual bearing numbers.  11.   Assemble Generator, perform final Electrical testing to include Megger with P.I., D.C. Resistance and A.C. High Potential Testing at 65 % of New Winding values.  12.   Paint Generator.  13.   Block and secure Rotor, prep for shipment.",4680764,Third Party Services,Third Party Services,,Cost of Sales - Services and Solutions,Service,,,
P-AE0000614,1,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/15/2026,,07/15/2026,12,0,12,26840.00,322080.00,21076,US,Net 30,51955,IC-MGM TRANSFORMER,90040,(A) 510 kVA Power Distribution Unit Phase: 3 Frequency: 60 Conductor: Aluminum C Rise: 150 High Voltage: 480D; 10kV BIL Low Voltage: 415Y/240 x 400Y/230; 10kV BIL Class: AA K Factor: K-4 Enclosure: No Enclosure,4682200,Third Party Services,Third Party Services,,Cost of Sales - Services and Solutions,Service,,,
P-AE0000615,1,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,10/30/2026,,10/30/2026,3,0,3,1295.00,3885.00,21090,US,Net 60,42194,EATON CORPORATION,15108,"Labor and Shipping for (1) Magnum Breakers from Eaton's Power Breaker Repair Center in Warrendale, PA",4683446,Third Party Services,Third Party Services,,Cost of Sales - Services and Solutions,Service,,,
P-AE0000616,1,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/23/2026,,07/23/2026,2,0,2,.583,1.17,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"WEIDMÜLLER: CONN TERMINAL BLOCK END PLATE 4C 4mm Terminal A SERIES, BEIGE",4685797,2051900000,"WEIDMÜLLER: CONN TERMINAL BLOCK END PLATE 4C 4mm Terminal A SERIES, BEIGE","WEIDMÜLLER: CONN TERMINAL BLOCK END PLATE 4C 4mm Terminal A SERIES, BEIGE",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,2,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/23/2026,,07/23/2026,13,0,13,1.76,22.88,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION FEED THROUGH 10-26 AWG/4 mm², 800 V, 32 A, DARK BEIGE",4685797,2051500000,"WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION FEED THROUGH 10-26 AWG/4 mm², 800 V, 32 A, DARK BEIGE","WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION FEED THROUGH 10-26 AWG/4 mm², 800 V, 32 A, DARK BEIGE",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,3,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,08/02/2026,,08/02/2026,1,0,1,6.644,6.64,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION GROUND, EARTH GREEN, YELLOW 8-22 AWG/6MM2",4685797,2881490000,"WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION GROUND, EARTH GREEN, YELLOW 8-22 AWG/6MM2","WEIDMÜLLER: TERMINAL BLOCK CONNECTOR 4 POSITION GROUND, EARTH GREEN, YELLOW 8-22 AWG/6MM2",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,4,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,08/19/2026,,08/19/2026,7,0,7,.89,6.23,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"WEIDMÜLLER: END BRACKET A SERIES, DARK BEIGE",4685797,2661280000,"WEIDMÜLLER: END BRACKET A SERIES, DARK BEIGE","WEIDMÜLLER: END BRACKET A SERIES, DARK BEIGE",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,5,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,570.24,570.24,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"SQD: X80 Switch Module, 3 ports",4685797,BMENOS0300,"SQD: X80 Switch Module, 3 ports","SQD: X80 Switch Module, 3 ports",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,6,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,08/10/2026,,08/10/2026,1,0,1,2779.92,2779.92,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"SQD COMMUNICATION MODULE, MODICON M580, IEC 61850",4685797,BMENOP0300,"SQD COMMUNICATION MODULE, MODICON M580, IEC 61850","SQD COMMUNICATION MODULE, MODICON M580, IEC 61850",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,7,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/17/2026,,07/17/2026,1,0,1,42.40,42.40,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"ASI: Single Three Prong Grounded AC Outlet Power Module,Din Rail Mounted Convenience Outlet,Black		",4685797,IMACP01,"ASI: Single Three Prong Grounded AC Outlet Power Module,Din Rail Mounted Convenience Outlet,Black","ASI: Single Three Prong Grounded AC Outlet Power Module,Din Rail Mounted Convenience Outlet,Black		",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,8,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,5167.80,5167.80,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"MODICON M580, 8MB, 61 ETHERNET DEVICES, 8 REMOTE IO RACKS OF X80",4685797,BMEP582040,"MODICON M580, 8MB, 61 ETHERNET DEVICES, 8 REMOTE IO RACKS OF X80","MODICON M580, 8MB, 61 ETHERNET DEVICES, 8 REMOTE IO RACKS OF X80",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,9,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/20/2026,,07/20/2026,1,0,1,583.07,583.07,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"SQD: X80 DC Power Supply Module, 24…48 V DC, 32W, isolated",4685797,BMXCPS3020,"SQD: X80 DC Power Supply Module, 24…48 V DC, 32W, isolated","SQD: X80 DC Power Supply Module, 24…48 V DC, 32W, isolated",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,10,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/19/2026,,07/19/2026,1,0,1,285.12,285.12,21090,US,Net 30,55390,IC-Allied Power and Control,21076,HUBBELL: PLC 4 SLOTS ETHERNET BACKPLANE,4685797,BMEXBP0400,SQD: PLC 4 SLOTS ETHERNET BACKPLANE,HUBBELL: PLC 4 SLOTS ETHERNET BACKPLANE,Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,11,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,129.25,129.25,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"AB 30.5MM TYPE 4/13 2 POS SELECTOR SWITCH-NON-ILLUM., WHITE, STD. KNOB MAINT., 1 NO-1 NC",4685797,800T-H2A,"AB 30.5MM TYPE 4/13 2 POS SELECTOR SWITCH-NON-ILLUM., WHITE, STD. KNOB MAINT., 1 NO-1 NC","AB 30.5MM TYPE 4/13 2 POS SELECTOR SWITCH-NON-ILLUM., WHITE, STD. KNOB MAINT., 1 NO-1 NC",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,12,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/19/2026,,07/19/2026,1,0,1,13.27,13.27,21090,US,Net 30,55390,IC-Allied Power and Control,21076,MCMASTER CARR STEEL DIN 3 RAIL H: 35MM L: 2M D: 7.5MM ZINC PLATED STEEL,4685797,8961K16,MCMASTER CARR STEEL DIN 3 RAIL H: 35MM L: 2M D: 7.5MM ZINC PLATED STEEL,MCMASTER CARR STEEL DIN 3 RAIL H: 35MM L: 2M D: 7.5MM ZINC PLATED STEEL,Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,13,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,2,0,2,63.55,127.10,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"MC MASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER, GRAY, 3"" HIGH X 1"" WIDE X 6.5’ LENGTH NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER (56.0"") qnty 2 ",4685797,75835K75,"MC MASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER, GRAY, 3"" HIGH X 1"" WIDE X 6.5’ LENGTH","MC MASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER, GRAY, 3"" HIGH X 1"" WIDE X 6.5’ LENGTH",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,14,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,4,0,4,63.55,254.20,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"MC MASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER, GRAY, 3"" HIGH X 1"" WIDE X 6.5’ LENGTH NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER (15.50"") qnty 4",4685797,75835K75,"MC MASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER, GRAY, 3"" HIGH X 1"" WIDE X 6.5’ LENGTH","MC MASTER CARR NARROW-SLOTTED WIRE DUCT WITH SNAP-ON COVER, GRAY, 3"" HIGH X 1"" WIDE X 6.5’ LENGTH",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,15,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,350.90,350.90,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"FS NETWORK SWITCH, MANAGED, FAST/GIGABIT ETHERNET PORTS: 8X RJ45 10/100/1000BASE-T, 2X 1/2.5GB SPF",4685797,IES3100-8TF,"FS NETWORK SWITCH, MANAGED, FAST/GIGABIT ETHERNET PORTS: 8X RJ45 10/100/1000BASE-T, 2X 1/2.5GB SPF","FS NETWORK SWITCH, MANAGED, FAST/GIGABIT ETHERNET PORTS: 8X RJ45 10/100/1000BASE-T, 2X 1/2.5GB SPF",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,16,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,195.94,195.94,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"SAGINAW BACKPANEL 60"" x 20"" ",4685797,SCE-72P24F1,"SAGINAW BACKPANEL 60"" x 20""","SAGINAW BACKPANEL 60"" x 20"" ",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,17,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,1121.20,1121.20,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"SAGINAW 72"" H X24"" W X18"" D NEMA 3R, 4 & 12 CARBON STEEL ANSI 61 GRAY EL FS ENCLOSURE",4685797,SCE-72EL2418FS,"SAGINAW 72"" H X24"" W X18"" D NEMA 3R, 4 & 12 CARBON STEEL ANSI 61 GRAY EL FS ENCLOSURE","SAGINAW 72"" H X24"" W X18"" D NEMA 3R, 4 & 12 CARBON STEEL ANSI 61 GRAY EL FS ENCLOSURE",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,18,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,08/17/2026,,08/17/2026,1,0,1,24.87,24.87,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"Eaton miniature circuit breaker, current-limiting, 2A, 277 VAC / 48 VDC, 1-pole, B curve, thermal magnetic, 10kA @ 277 VAC interrupting rating, 35mm DIN rail mount.",4685797,FAZ-B2-1-NA-SP,"Eaton miniature circuit breaker, current-limiting, 2A, 277 VAC / 48 VDC, 1-pole, B curve, thermal magnetic, 10kA @ 277 VAC interrupting rating, 35mm DIN rail mount.","Eaton miniature circuit breaker, current-limiting, 2A, 277 VAC / 48 VDC, 1-pole, B curve, thermal magnetic, 10kA @ 277 VAC interrupting rating, 35mm DIN rail mount.",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,19,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,09/01/2026,,09/01/2026,4,0,4,24.85,99.40,21090,US,Net 30,55390,IC-Allied Power and Control,21076,"MCB 5A, 277 VAC / 48 VDC, 1-POLE, C CURVE, THERMAL MAGNETIC, 10KA @ 277 VAC",4685797,FAZ-B5-1-NA-SP,"MCB 5A, 277 VAC / 48 VDC, 1-POLE, C CURVE, THERMAL MAGNETIC, 10KA @ 277 VAC","MCB 5A, 277 VAC / 48 VDC, 1-POLE, C CURVE, THERMAL MAGNETIC, 10KA @ 277 VAC",Cost of Sales - Manufactured Product,Inventory Item,,Each,
P-AE0000616,20,Top Company : PwrQ Holdings : Ares Energy,0000 - None,822 Central Ave,Sally Hellman,Pending Receipt,07/15/2026,07/29/2026,,07/29/2026,1,0,1,58.30,58.30,21090,US,Net 30,55390,IC-Allied Power and Control,21076,EATON 2P 10A 480V 10KA B CURVE TRIP UL489 DIN RAIL MOUNTED MINIATURE CB,4685797,FAZ-B10-2-NA,EATON 2P 10A 480V 10KA B CURVE TRIP UL489 DIN RAIL MOUNTED MINIATURE CB,EATON 2P 10A 480V 10KA B CURVE TRIP UL489 DIN RAIL MOUNTED MINIATURE CB,Cost of Sales - Manufactured Product,Inventory Item,,Each,
